record_id,database_source,title,original_pdf_collected,original_pdf_match_type,original_pdf_index,original_pdf_pmid,original_pdf_title,pdf_available_for_full_text_review,next_step,authors,year,journal,doi,pmid,duplicate_group_id,source_file,screening_decision,exclusion_reason,notes,ai_title_decision,ai_exclusion_reason,ai_confidence,ai_flags,ai_analysis_tier_hint,reevaluated_title_decision,reevaluated_title_reason,reevaluated_confidence,normalized_title
DUP_00930,Embase; PubMed,Electroacupuncture improves cognitive function and neuropsychiatric symptoms in breast cancer survivors: a pilot randomized controlled trial,no,no_match,,,,no,do_not_retrieve_unless_spot_check,"Ng DQ, Heshmatipour M, Trudeau J, Sridhar A, Pluimer B, Drayson OGG, Lavasani SM, Parajuli R, Lee S, Agrawal A, Acharya MM, Limoli CL, Harris RE, Xie L, Malik S, Chan A.",2026,J Natl Cancer Inst,10.1093/jnci/djag096,41926740,DUP_00930,PUBMED_0518.csv; records (1).csv,,,,exclude,no clear fMRI/functional neuroimaging term in title/metadata,medium,acupuncture_term; sham_placebo_control_term,,exclude,carried over from first title screen,medium,electroacupuncture improves cognitive function and neuropsychiatric symptoms in breast cancer survivors a pilot randomized controlled trial
DUP_00937,Embase; PubMed,Electroacupuncture modulates electroencephalographic microstate dynamics to alleviate chronic insomnia: a machine learning approach for predicting individual treatment response,no,no_match,,,,no,do_not_retrieve_unless_spot_check,"Liu E, Wang C, Wang X, Liu K, Qin S, Lin L, Li J, Xu M, Liu C, Wu H, Wu W.",2026,Front Neurol,10.3389/fneur.2026.1782826,41835066,DUP_00937,PUBMED_0518.csv; records (1).csv,,,,exclude,no clear fMRI/functional neuroimaging term in title/metadata,medium,acupuncture_term; coordinate_result_term; non_fMRI_modality_flag,,exclude,carried over from first title screen,medium,electroacupuncture modulates electroencephalographic microstate dynamics to alleviate chronic insomnia a machine learning approach for predicting individual treatment response
DUP_00944,Embase; PubMed,Electroacupuncture remodels brain functional connectivity and improves bone metabolism in ovariectomized rats,no,no_match,,,,no,do_not_retrieve_unless_spot_check,"Zhang L, Rong Y, Wang X, Chen Y, Xu M, Tang C, Yang Y, Chen G, Li S.",2026,Bone,10.1016/j.bone.2025.117774,41539419,DUP_00944,PUBMED_0518.csv; records (1).csv,,,,exclude,animal/non-human study,high,acupuncture_term; strong_fMRI_neuroimaging_term; animal_flag,,exclude,carried over from first title screen,high,electroacupuncture remodels brain functional connectivity and improves bone metabolism in ovariectomized rats
DUP_00945,Embase; PubMed,Electroacupuncture rewires interhemispheric homotopic connectivity to promote motor recovery after ischemic stroke,no,no_match,,,,no,abstract_review_then_retrieve_pdf_if_eligible,"Dou B, Xing X, Dou Z, Gao L, Huo H, Meng J, Liu Y, Sui F.",2026,Front Neurol,10.3389/fneur.2026.1688307,41641330,DUP_00945,PUBMED_0518.csv; records (1).csv,,,,unclear,acupuncture plus possible brain/neuroimaging term; verify abstract,medium,acupuncture_term; possible_brain_neuro_term,needs abstract to determine neuroimaging eligibility,include_for_abstract,title suggests acupuncture plus functional MRI/neuroimaging/brain-network outcome,medium,electroacupuncture rewires interhemispheric homotopic connectivity to promote motor recovery after ischemic stroke
DUP_00968,Embase; PubMed,Evaluating the Effect of Electroacupuncture in Knee Osteoarthritis: Protocol for a Multicenter Randomized Controlled Trial,no,no_match,,,,no,do_not_retrieve_unless_spot_check,"Chen Y, Xie H, Ye M, Zhang L, Yuan A.",2026,J Pain Res,10.2147/JPR.S606479,42017150,DUP_00968,PUBMED_0518.csv; records (1).csv,,,,exclude,review/meta-analysis/scoping/bibliometric/protocol/commentary,high,acupuncture_term; sham_placebo_control_term; mechanism_deqi_pain_term; review_or_non_original_flag; protocol_flag,,exclude,carried over from first title screen,high,evaluating the effect of electroacupuncture in knee osteoarthritis protocol for a multicenter randomized controlled trial
DUP_00984,Embase; PubMed,Evidence integration of acupuncture for prevention and treatment of Alzheimer's disease and mild cognitive impairment from a neuroimaging perspective,no,no_match,,,,no,do_not_retrieve_unless_spot_check,"Zhu W, Li H, Wang K, Sun M, Xiang K, Shan S, Ke C.",2026,J Alzheimers Dis,10.1177/13872877261420235,41860347,DUP_00984,PUBMED_0518.csv; records (1).csv,,,,exclude,animal/non-human study,high,acupuncture_term; strong_fMRI_neuroimaging_term; animal_flag,,exclude,carried over from first title screen,high,evidence integration of acupuncture for prevention and treatment of alzheimer s disease and mild cognitive impairment from a neuroimaging perspective
DUP_00979,Embase; PubMed,Evidence-based acupuncture: Methodological insights and challenges in gastroenteroscopy recovery research,no,no_match,,,,no,do_not_retrieve_unless_spot_check,"Zhang JL, You LZ.",2026,World J Gastroenterol,10.3748/wjg.v32.i2.114591,41551826,DUP_00979,PUBMED_0518.csv; records (1).csv,,,,exclude,no clear fMRI/functional neuroimaging term in title/metadata,medium,acupuncture_term,,exclude,carried over from first title screen,medium,evidence based acupuncture methodological insights and challenges in gastroenteroscopy recovery research
DUP_01049,PubMed,Functional connectivity changes in the thalamocortical network due to neck pain and the multiscale regulatory effects of acupuncture: a cross-scale multi-omics neuroimaging study,no,no_match,,,,no,abstract_review_then_retrieve_pdf_if_eligible,"Gao Z, Zhang J, Chang JH, Wang HJ, Xu C, Ji LX.",2026,Front Neurosci,10.3389/fnins.2026.1783910,42131703,DUP_01049,PUBMED_0518.csv,,,,include,title/metadata indicates acupuncture plus fMRI/functional neuroimaging,high,acupuncture_term; strong_fMRI_neuroimaging_term; mechanism_deqi_pain_term; coordinate_result_term,possible coordinate-based meta-analysis candidate,include,carried over from first title screen,high,functional connectivity changes in the thalamocortical network due to neck pain and the multiscale regulatory effects of acupuncture a cross scale multi omics neuroimaging study
DUP_01085,Embase; PubMed,GABRB3 Gene Polymorphisms Influences the Analgesic Response to Acupuncture Treatment in Patients With Chronic Knee Pain: A Randomized Controlled Neuroimaging Transcriptomics Study,no,no_match,,,,no,abstract_review_then_retrieve_pdf_if_eligible,"Wu S, Wu W, Zhou J, Cheng S, Dong X, Chen Y, Tang C, He W, Zeng F, Liang F, Li Z.",2026,FASEB J,10.1096/fj.202600031R,41999225,DUP_01085,PUBMED_0518.csv; records (1).csv,,,,include,title/metadata indicates acupuncture plus fMRI/functional neuroimaging,high,acupuncture_term; strong_fMRI_neuroimaging_term; sham_placebo_control_term; mechanism_deqi_pain_term,systematic review / possible fMRI candidate,include,carried over from first title screen,high,gabrb3 gene polymorphisms influences the analgesic response to acupuncture treatment in patients with chronic knee pain a randomized controlled neuroimaging transcriptomics study
DUP_01100,Embase,Head-motion and well-being during fMRI using the first movie-localizer specifically designed for neuroscientific research,no,no_match,,,,no,do_not_retrieve_unless_spot_check,,2026,Clinical Neurophysiology,,,DUP_01100,records (1).csv,,,,exclude,not acupuncture-like intervention in title/metadata,high,strong_fMRI_neuroimaging_term,,exclude,carried over from first title screen,high,head motion and well being during fmri using the first movie localizer specifically designed for neuroscientific research
DUP_01161,Embase; PubMed,Insomnia Pathogenesis and Multidimensional Mechanisms of Acupuncture: A Narrative Review,no,no_match,,,,no,do_not_retrieve_unless_spot_check,"Xue L, Jiang H, Zhou M, Zhu M, Wang W, Su W.",2026,Int J Gen Med,10.2147/IJGM.S591463,42065037,DUP_01161,PUBMED_0518.csv; records (1).csv,,,,exclude,review/meta-analysis/scoping/bibliometric/protocol/commentary,high,acupuncture_term; coordinate_result_term; review_or_non_original_flag; animal_flag,,exclude,carried over from first title screen,high,insomnia pathogenesis and multidimensional mechanisms of acupuncture a narrative review
DUP_01163,Embase,Integrating machine learning into acupuncture research: a scoping review,no,no_match,,,,no,do_not_retrieve_unless_spot_check,,2026,Frontiers in Neurology,,,DUP_01163,records (1).csv,,,,exclude,review/meta-analysis/scoping/bibliometric/protocol/commentary,high,acupuncture_term; review_or_non_original_flag; animal_flag,,exclude,carried over from first title screen,high,integrating machine learning into acupuncture research a scoping review
DUP_01168,Embase; PubMed,Integrative neurobiological mechanisms of acupuncture in post-stroke cognitive impairment: from neurotransmission to brain network remodeling,no,no_match,,,,no,do_not_retrieve_unless_spot_check,"Li W, Liu L, Liu W, Liu H.",2026,Front Neurol,10.3389/fneur.2026.1744242,41821637,DUP_01168,PUBMED_0518.csv; records (1).csv,,,,exclude,animal/non-human study,high,acupuncture_term; possible_brain_neuro_term; animal_flag,,exclude,carried over from first title screen,high,integrative neurobiological mechanisms of acupuncture in post stroke cognitive impairment from neurotransmission to brain network remodeling
DUP_01174,Embase,INTERVENTION STUDY OF ORAL TRADITIONAL CHINESE MEDICINE COMBINED WITH ACUPUNCTURE FOR DEPRESSION IN EMPTY-NEST ELDERLY,no,no_match,,,,no,do_not_retrieve_unless_spot_check,,2026,Schizophrenia Bulletin,,,DUP_01174,records (1).csv,,,,exclude,no clear fMRI/functional neuroimaging term in title/metadata,medium,acupuncture_term,,exclude,carried over from first title screen,medium,intervention study of oral traditional chinese medicine combined with acupuncture for depression in empty nest elderly
DUP_01176,Embase; PubMed,Intracranial needle insertion into an infant's brain: a case report revealing an unprecedented computed tomography discovery,no,no_match,,,,no,do_not_retrieve_unless_spot_check,"Verster J, Perold L, Goussard P, Zaharie D, Ampanozi G, Thali M, Schweitzer W, Davis R.",2026,Int J Legal Med,10.1007/s00414-025-03685-x,41389098,DUP_01176,PUBMED_0518.csv; records (1).csv,,,,unclear,acupuncture plus possible brain/neuroimaging term; verify abstract,medium,acupuncture_term; possible_brain_neuro_term,needs abstract to determine neuroimaging eligibility,exclude,clear non-original article type at title level,high,intracranial needle insertion into an infant s brain a case report revealing an unprecedented computed tomography discovery
DUP_01215,Embase; PubMed,Localization of brain networks activated by acupuncture at anatomically adjacent acupoints in healthy participants: neuroimaging evidence and implications for migraine and stroke,no,no_match,,,,no,abstract_review_then_retrieve_pdf_if_eligible,"Zhang Z, Ouyang X, Xie C, Zeng L, Fu Q, Yan Q, Wang T, Wang X, Zhao L.",2026,Front Neurosci,10.3389/fnins.2025.1740153,41601526,DUP_01215,PUBMED_0518.csv; records (1).csv,,,,include,title/metadata indicates acupuncture plus fMRI/functional neuroimaging,high,acupuncture_term; strong_fMRI_neuroimaging_term,systematic review / possible fMRI candidate,include,carried over from first title screen,high,localization of brain networks activated by acupuncture at anatomically adjacent acupoints in healthy participants neuroimaging evidence and implications for migraine and stroke
DUP_01247,Embase,Mechanism of Acupuncture at GB34 in Modulating Brain Functional Networks with Post-Stroke Hemiplegia: An Interpretable Graph Neural Network Study,no,no_match,,,,no,abstract_review_then_retrieve_pdf_if_eligible,,2026,SSRN,,,DUP_01247,records (1).csv,,,,unclear,acupuncture plus possible brain/neuroimaging term; verify abstract,medium,acupuncture_term; possible_brain_neuro_term,needs abstract to determine neuroimaging eligibility,include_for_abstract,title suggests acupuncture plus functional MRI/neuroimaging/brain-network outcome,medium,mechanism of acupuncture at gb34 in modulating brain functional networks with post stroke hemiplegia an interpretable graph neural network study
DUP_01252,Embase,Mechanisms of acupuncture-regulated cortical plasticity after stroke based on TMS-EEG-MEP integration,no,no_match,,,,no,do_not_retrieve_unless_spot_check,,2026,Neurological Sciences,,,DUP_01252,records (1).csv,,,,exclude,animal/non-human study,high,acupuncture_term; possible_brain_neuro_term; animal_flag; non_fMRI_modality_flag,,exclude,carried over from first title screen,high,mechanisms of acupuncture regulated cortical plasticity after stroke based on tms eeg mep integration
DUP_01261,Embase; PubMed,MEP-Guided Scalp Acupuncture Combined with Repetitive Transcranial Magnetic Stimulation for Post-Stroke Upper Extremity Motor Impairment: A Randomized Controlled Study Protocol,no,no_match,,,,no,do_not_retrieve_unless_spot_check,"Kong D, Huang X, Zhang S, Chen K, Gao H, Xie H.",2026,Int J Gen Med,10.2147/IJGM.S582719,41769053,DUP_01261,PUBMED_0518.csv; records (1).csv,,,,exclude,review/meta-analysis/scoping/bibliometric/protocol/commentary,high,acupuncture_term; sham_placebo_control_term; review_or_non_original_flag; protocol_flag,,exclude,carried over from first title screen,high,mep guided scalp acupuncture combined with repetitive transcranial magnetic stimulation for post stroke upper extremity motor impairment a randomized controlled study protocol
DUP_01281,Embase,Modulation of cortical functional connectivity and spectrum with transcranial focused ultrasound in chronic disorders of consciousness: a case report,no,no_match,,,,no,do_not_retrieve_unless_spot_check,,2026,Frontiers in Psychiatry,,,DUP_01281,records (1).csv,,,,exclude,not acupuncture-like intervention in title/metadata,high,strong_fMRI_neuroimaging_term,,exclude,carried over from first title screen,high,modulation of cortical functional connectivity and spectrum with transcranial focused ultrasound in chronic disorders of consciousness a case report
DUP_01350,Embase; PubMed,Neural mechanisms of acupuncture in amnestic mild cognitive impairment: a protocol for an fMRI-based systematic review and meta-analysis,no,no_match,,,,no,do_not_retrieve_unless_spot_check,"Zhu T, Yang D, Quan F, Chen Y, Cui J.",2026,Front Neurol,10.3389/fneur.2025.1641297,41551313,DUP_01350,PUBMED_0518.csv; records (1).csv,,,,exclude,review/meta-analysis/scoping/bibliometric/protocol/commentary,high,acupuncture_term; strong_fMRI_neuroimaging_term; review_or_non_original_flag; protocol_flag,,exclude,carried over from first title screen,high,neural mechanisms of acupuncture in amnestic mild cognitive impairment a protocol for an fmri based systematic review and meta analysis
DUP_01380,Embase; PubMed,Neuroimaging evidence of acupuncture in cognitive impairment following ischemic stroke: a systematic review,no,no_match,,,,no,do_not_retrieve_unless_spot_check,"Qin C, Li B, Zhuo B, Yang X, Cui Y, Meng Z.",2026,Front Neurosci,10.3389/fnins.2025.1629305,41601528,DUP_01380,PUBMED_0518.csv; records (1).csv,,,,exclude,review/meta-analysis/scoping/bibliometric/protocol/commentary,high,acupuncture_term; strong_fMRI_neuroimaging_term; review_or_non_original_flag,,exclude,carried over from first title screen,high,neuroimaging evidence of acupuncture in cognitive impairment following ischemic stroke a systematic review
DUP_01378,Embase,Neuroimaging-based subtyping of migraine identifies clinically distinct phenotypes,no,no_match,,,,no,do_not_retrieve_unless_spot_check,,2026,Cephalalgia,,,DUP_01378,records (1).csv,,,,exclude,not acupuncture-like intervention in title/metadata,high,strong_fMRI_neuroimaging_term,,exclude,carried over from first title screen,high,neuroimaging based subtyping of migraine identifies clinically distinct phenotypes
