pmid,contrast_id,contrast_label,contrast_type,contrast_category,method_category,arm_1,arm_2,analysis_method,analysis_scope,direction,n_subjects,disease_condition,title
20838644,con_control_activation,Control Point verum laser > all other acupoints/control point (activation),verum laser per point > all others,other,whole_brain_activation,arm_verum,not_applicable,two-stage random effects GLM; first level: each stimulation site vs placebo (laser off); second level: ANOVA using individual subject contrast images; verum laser per point > all others,whole_brain,activation (significant increase in BOLD),10,healthy individuals (no depression or psychiatric disorder),The Brain Effects of Laser Acupuncture in Healthy Individuals: An fMRI Investigation
20838644,con_control_deactivation,Control Point verum laser < all other acupoints/control point (deactivation),all others > verum laser per point,deactivation,whole_brain_activation,arm_verum,not_applicable,two-stage random effects GLM; first level: each stimulation site vs placebo (laser off); second level: ANOVA using individual subject contrast images; all others > verum laser per point,whole_brain,deactivation (significant decrease in BOLD),10,healthy individuals (no depression or psychiatric disorder),The Brain Effects of Laser Acupuncture in Healthy Individuals: An fMRI Investigation
20838644,32682992_SR_C1,Control Point activation (verum laser at control point > all other conditions),activation,other,whole_brain_activation,,,activation,,activation,10,healthy individuals (no depression or psychiatric disorder),The Brain Effects of Laser Acupuncture in Healthy Individuals: An fMRI Investigation
20838644,32682992_SR_C2,Control Point deactivation (all others > verum laser at control point),activation,deactivation,whole_brain_activation,,,activation,,deactivation,10,healthy individuals (no depression or psychiatric disorder),The Brain Effects of Laser Acupuncture in Healthy Individuals: An fMRI Investigation
21080967,contrast_genuine_EA_fcMRI,Positive functional connectivity during genuine EA state,one sample t-test (random effects); PAG seed connectivity during genuine EA,verum_gt_rest,seed_based_fc,arm_genuine_HE,not_applicable,functional connectivity fMRI (fcMRI); seed-based correlation; Fisher r-to-z transformation; random effects one sample t-test,seed_based,positive functional connectivity,48,Healthy volunteers; experimental pain paradigm,Imaging the functional connectivity of the Periaqueductal Gray during genuine and sham electroacupuncture treatment
21080967,contrast_sham_EA_fcMRI,Positive functional connectivity during sham EA state,one sample t-test (random effects); PAG seed connectivity during sham EA,sham_gt_rest,seed_based_fc,arm_sham_HE,not_applicable,functional connectivity fMRI (fcMRI); seed-based correlation; Fisher r-to-z transformation; random effects one sample t-test,seed_based,positive functional connectivity,48,Healthy volunteers; experimental pain paradigm,Imaging the functional connectivity of the Periaqueductal Gray during genuine and sham electroacupuncture treatment
21080967,contrast_genuine_gt_sham,GEA > SEA (genuine EA greater than sham EA),two-sample t-test; main effect of acupuncture mode (genuine > sham); pooling expectancy groups,verum_gt_sham,seed_based_fc,arm_genuine_HE,arm_sham_HE,two-sample t-test comparing genuine EA (pooling the two expectancy groups) and sham EA (pooling the two expectancy groups); analysis equivalent to ANOVA main effect,seed_based,genuine EA > sham EA,48,Healthy volunteers; experimental pain paradigm,Imaging the functional connectivity of the Periaqueductal Gray during genuine and sham electroacupuncture treatment
21080967,contrast_sham_gt_genuine,SEA > GEA (sham EA greater than genuine EA),two-sample t-test; main effect of acupuncture mode (sham > genuine); pooling expectancy groups,verum_gt_sham,seed_based_fc,arm_sham_HE,arm_genuine_HE,two-sample t-test comparing genuine EA (pooling the two expectancy groups) and sham EA (pooling the two expectancy groups); analysis equivalent to ANOVA main effect,seed_based,sham EA > genuine EA,48,Healthy volunteers; experimental pain paradigm,Imaging the functional connectivity of the Periaqueductal Gray during genuine and sham electroacupuncture treatment
21080967,contrast_HE_gt_LE,HE > LE (high expectancy greater than low expectancy),two-sample t-test; main effect of expectancy (HE > LE); pooling acupuncture groups,correlation_expectancy,seed_based_fc,arm_genuine_HE,arm_genuine_LE,two-sample t-test; main effect of expectancy (pooling acupuncture groups),seed_based,high expectancy > low expectancy,48,Healthy volunteers; experimental pain paradigm,Imaging the functional connectivity of the Periaqueductal Gray during genuine and sham electroacupuncture treatment
21080967,contrast_LE_gt_HE,LE > HE (low expectancy greater than high expectancy),two-sample t-test; main effect of expectancy (LE > HE); pooling acupuncture groups,correlation_expectancy,seed_based_fc,arm_genuine_LE,arm_genuine_HE,two-sample t-test; main effect of expectancy (pooling acupuncture groups),seed_based,low expectancy > high expectancy,48,Healthy volunteers; experimental pain paradigm,Imaging the functional connectivity of the Periaqueductal Gray during genuine and sham electroacupuncture treatment
21080967,contrast_interaction,Interaction (treatment mode x expectancy level),two-sample t-test; interaction between treatment mode and expectancy level,group_comparison,seed_based_fc,arm_genuine_HE,arm_sham_HE,two-sample t-test comparing cohorts receiving genuine EA with high expectancy + sham EA with low expectancy and cohorts receiving sham EA with high expectancy + genuine EA with low expectancy,seed_based,interaction,48,Healthy volunteers; experimental pain paradigm,Imaging the functional connectivity of the Periaqueductal Gray during genuine and sham electroacupuncture treatment
21080967,contrast_GH_gt_SH,GH > SH (genuine EA high expectancy > sham EA high expectancy),post-hoc two-sample t-test,verum_gt_sham,seed_based_fc,arm_genuine_HE,arm_sham_HE,post-hoc two-sample t-test,seed_based,GH > SH,48,Healthy volunteers; experimental pain paradigm,Imaging the functional connectivity of the Periaqueductal Gray during genuine and sham electroacupuncture treatment
21080967,contrast_SH_gt_GH,SH > GH (sham EA high expectancy > genuine EA high expectancy),post-hoc two-sample t-test,verum_gt_sham,seed_based_fc,arm_sham_HE,arm_genuine_HE,post-hoc two-sample t-test,seed_based,SH > GH,48,Healthy volunteers; experimental pain paradigm,Imaging the functional connectivity of the Periaqueductal Gray during genuine and sham electroacupuncture treatment
21080967,contrast_GH_gt_GL,GH > GL (genuine EA high expectancy > genuine EA low expectancy),post-hoc two-sample t-test,correlation_expectancy,seed_based_fc,arm_genuine_HE,arm_genuine_LE,post-hoc two-sample t-test,seed_based,GH > GL,48,Healthy volunteers; experimental pain paradigm,Imaging the functional connectivity of the Periaqueductal Gray during genuine and sham electroacupuncture treatment
21080967,contrast_GL_gt_GH,GL > GH (genuine EA low expectancy > genuine EA high expectancy),post-hoc two-sample t-test,correlation_expectancy,seed_based_fc,arm_genuine_LE,arm_genuine_HE,post-hoc two-sample t-test,seed_based,GL > GH,48,Healthy volunteers; experimental pain paradigm,Imaging the functional connectivity of the Periaqueductal Gray during genuine and sham electroacupuncture treatment
21080967,contrast_SH_gt_SL,SH > SL (sham EA high expectancy > sham EA low expectancy),post-hoc two-sample t-test,correlation_expectancy,seed_based_fc,arm_sham_HE,arm_sham_LE,post-hoc two-sample t-test,seed_based,SH > SL,48,Healthy volunteers; experimental pain paradigm,Imaging the functional connectivity of the Periaqueductal Gray during genuine and sham electroacupuncture treatment
21080967,contrast_SL_gt_SH,SL > SH (sham EA low expectancy > sham EA high expectancy),post-hoc two-sample t-test,correlation_expectancy,seed_based_fc,arm_sham_LE,arm_sham_HE,post-hoc two-sample t-test,seed_based,SL > SH,48,Healthy volunteers; experimental pain paradigm,Imaging the functional connectivity of the Periaqueductal Gray during genuine and sham electroacupuncture treatment
21080967,contrast_GL_gt_SL,GL > SL (genuine EA low expectancy > sham EA low expectancy),post-hoc two-sample t-test,verum_gt_sham,seed_based_fc,arm_genuine_LE,arm_sham_LE,post-hoc two-sample t-test,seed_based,GL > SL,48,Healthy volunteers; experimental pain paradigm,Imaging the functional connectivity of the Periaqueductal Gray during genuine and sham electroacupuncture treatment
21080967,contrast_SL_gt_GL,SL > GL (sham EA low expectancy > genuine EA low expectancy),post-hoc two-sample t-test,verum_gt_sham,seed_based_fc,arm_sham_LE,arm_genuine_LE,post-hoc two-sample t-test,seed_based,SL > GL,48,Healthy volunteers; experimental pain paradigm,Imaging the functional connectivity of the Periaqueductal Gray during genuine and sham electroacupuncture treatment
21080967,17240066_C1,Baseline GROUP x STIM interaction: [CTS(acup)-CTS(sham)] - [HC(acup)-HC(sham)] — positive (LHA activation),activation,group_comparison,whole_brain_activation,17240066_CTS_baseline_verum,17240066_HC_baseline_verum,activation,whole_brain,activation,48,Healthy volunteers; experimental pain paradigm,Imaging the functional connectivity of the Periaqueductal Gray during genuine and sham electroacupuncture treatment
21080967,17240066_C2,Baseline GROUP x STIM interaction: [CTS(acup)-CTS(sham)] - [HC(acup)-HC(sham)] — negative (deactivations in CTS),activation,deactivation,whole_brain_activation,17240066_HC_baseline_verum,17240066_CTS_baseline_verum,activation,whole_brain,deactivation,48,Healthy volunteers; experimental pain paradigm,Imaging the functional connectivity of the Periaqueductal Gray during genuine and sham electroacupuncture treatment
21080967,17240066_C3,Sham acupuncture: CTS > HC at baseline (CTS > HC for sham processing),activation,group_comparison,whole_brain_activation,17240066_CTS_baseline_sham,17240066_HC_baseline_sham,activation,whole_brain,activation,48,Healthy volunteers; experimental pain paradigm,Imaging the functional connectivity of the Periaqueductal Gray during genuine and sham electroacupuncture treatment
21080967,17240066_C4,Longitudinal CTS STIM x TIME interaction: [CTSbase(acup)-CTSbase(sham)] - [CTSpost(acup)-CTSpost(sham)] — positive (LHA activation),activation,group_comparison,whole_brain_activation,17240066_CTS_baseline_verum,17240066_CTS_post_verum,activation,whole_brain,activation,48,Healthy volunteers; experimental pain paradigm,Imaging the functional connectivity of the Periaqueductal Gray during genuine and sham electroacupuncture treatment
