pmid,arm_id,arm_type,outcome_measure,outcome_domain,scale_name,timepoint_raw,timepoint_class,reporting_format,value_exact,parse_method,parsed_format,mean,sd,se,median,iqr_low,iqr_high,ci_low,ci_high,count,pct,pre_mean,pre_sd,post_mean,post_sd,n_analyzed,higher_is_better,scale_min,scale_max,instrument_matched,disease_condition,healthy_volunteers,within_group_change,between_group_difference,effect_size_reported,p_value
24459533,arm_HC,healthy_control,physical component summary (PCS) score of the MOS 36-item Short Health Survey (SF-36),quality_of_life,MOS 36-item Short Health Survey (SF-36) - PCS,Post-acupuncture (end of week 2),post,mean ± SD,57.91 ± 1.62,regex,mean_sd,57.91,1.62,,,,,,,,,,,,,18.0,True,0.0,100.0,True,Functional diarrhea (FD),True,not significant,not_reported,not_reported,0.808
24459533,arm_FD,verum_acupuncture,mental component summary (MCS) score of the MOS 36-item Short Health Survey (SF-36),quality_of_life,MOS 36-item Short Health Survey (SF-36) - MCS,Baseline (pre-acupuncture),baseline,mean ± SD,45.7 ± 10.78,regex,mean_sd,45.7,10.78,,,,,,,,,,,,,18.0,True,0.0,100.0,True,Functional diarrhea (FD),True,not_reported,"significantly lower MCS score vs HC, P = 0.006",not_reported,0.006
24459533,arm_FD,verum_acupuncture,mental component summary (MCS) score of the MOS 36-item Short Health Survey (SF-36),quality_of_life,MOS 36-item Short Health Survey (SF-36) - MCS,Post-acupuncture (end of week 2),post,mean ± SD,45.01 ± 7.75,regex,mean_sd,45.01,7.75,,,,,,,,,,,,,18.0,True,0.0,100.0,True,Functional diarrhea (FD),True,not significant,not_reported,not_reported,0.711
24459533,arm_HC,healthy_control,mental component summary (MCS) score of the MOS 36-item Short Health Survey (SF-36),quality_of_life,MOS 36-item Short Health Survey (SF-36) - MCS,Baseline (pre-acupuncture),baseline,mean ± SD,54.47 ± 4.54,regex,mean_sd,54.47,4.54,,,,,,,,,,,,,18.0,True,0.0,100.0,True,Functional diarrhea (FD),True,not_reported,"significantly higher MCS score vs FD, P = 0.006",not_reported,0.006
24459533,arm_HC,healthy_control,mental component summary (MCS) score of the MOS 36-item Short Health Survey (SF-36),quality_of_life,MOS 36-item Short Health Survey (SF-36) - MCS,Post-acupuncture (end of week 2),post,mean ± SD,55.07 ± 3.99,regex,mean_sd,55.07,3.99,,,,,,,,,,,,,18.0,True,0.0,100.0,True,Functional diarrhea (FD),True,not significant,not_reported,not_reported,0.751
24603951,arm_AD,other,"Age, years",physiological,not_reported,baseline,baseline,mean ± SD,66.92 ± 8.91,regex,mean_sd,66.92,8.91,,,,,,,,,,,,,14.0,,,,False,Alzheimer disease (AD),True,not_reported,P=0.86,not_reported,0.86
24603951,arm_NC,healthy_control,"Age, years",physiological,not_reported,baseline,baseline,mean ± SD,66.07 ± 5.78,regex,mean_sd,66.07,5.78,,,,,,,,,,,,,14.0,,,,False,Alzheimer disease (AD),True,not_reported,P=0.86,not_reported,0.86
24603951,arm_AD,other,"Education, years",other,not_reported,baseline,baseline,mean ± SD,10.07 ± 3.38,regex,mean_sd,10.07,3.38,,,,,,,,,,,,,14.0,,,,False,Alzheimer disease (AD),True,not_reported,P=0.61,not_reported,0.61
24603951,arm_NC,healthy_control,"Education, years",other,not_reported,baseline,baseline,mean ± SD,11.00 ± 4.52,regex,mean_sd,11.0,4.52,,,,,,,,,,,,,14.0,,,,False,Alzheimer disease (AD),True,not_reported,P=0.61,not_reported,0.61
24603951,arm_AD,other,MMSE,cognition,Mini-Mental State Examination,baseline,baseline,mean ± SD,15.92 ± 4.32,regex,mean_sd,15.92,4.32,,,,,,,,,,,,,14.0,True,0.0,30.0,True,Alzheimer disease (AD),True,not_reported,P<0.01,not_reported,<0.01
24603951,arm_NC,healthy_control,MMSE,cognition,Mini-Mental State Examination,baseline,baseline,mean ± SD,28.00 ± 1.41,regex,mean_sd,28.0,1.41,,,,,,,,,,,,,14.0,True,0.0,30.0,True,Alzheimer disease (AD),True,not_reported,P<0.01,not_reported,<0.01
24603951,arm_AD,other,AVLT(immediate),cognition,"Auditory verbal learning test, immediate recall of learning verbal",baseline,baseline,mean ± SD,11.35 ± 3.95,regex,mean_sd,11.35,3.95,,,,,,,,,,,,,14.0,True,,,True,Alzheimer disease (AD),True,not_reported,P<0.01,not_reported,<0.01
24603951,arm_NC,healthy_control,AVLT(immediate),cognition,"Auditory verbal learning test, immediate recall of learning verbal",baseline,baseline,mean ± SD,26.86 ± 5.24,regex,mean_sd,26.86,5.24,,,,,,,,,,,,,14.0,True,,,True,Alzheimer disease (AD),True,not_reported,P<0.01,not_reported,<0.01
24603951,arm_AD,other,AVLT(delayed),cognition,"Auditory verbal learning test, delayed recall of learning verbal",baseline,baseline,mean ± SD,2.64 ± 1.59,regex,mean_sd,2.64,1.59,,,,,,,,,,,,,14.0,True,,,True,Alzheimer disease (AD),True,not_reported,P<0.01,not_reported,<0.01
24603951,arm_NC,healthy_control,AVLT(delayed),cognition,"Auditory verbal learning test, delayed recall of learning verbal",baseline,baseline,mean ± SD,11.07 ± 2.76,regex,mean_sd,11.07,2.76,,,,,,,,,,,,,14.0,True,,,True,Alzheimer disease (AD),True,not_reported,P<0.01,not_reported,<0.01
24603951,arm_AD,other,AVLT(recognition),cognition,"Auditory verbal learning test, recognition of learning verbal",baseline,baseline,mean ± SD,3.35 ± 1.55,regex,mean_sd,3.35,1.55,,,,,,,,,,,,,14.0,True,,,True,Alzheimer disease (AD),True,not_reported,P<0.01,not_reported,<0.01
24603951,arm_NC,healthy_control,AVLT(recognition),cognition,"Auditory verbal learning test, recognition of learning verbal",baseline,baseline,mean ± SD,12.71 ± 2.09,regex,mean_sd,12.71,2.09,,,,,,,,,,,,,14.0,True,,,True,Alzheimer disease (AD),True,not_reported,P<0.01,not_reported,<0.01
24603951,arm_AD,other,CDR,symptom_severity,Clinical Dementia Rating,baseline,baseline,other,1-2,unparseable,,,,,,,,,,,,,,,,14.0,False,0.0,3.0,True,Alzheimer disease (AD),True,not_reported,not_reported,not_reported,not_reported
24603951,arm_NC,healthy_control,CDR,symptom_severity,Clinical Dementia Rating,baseline,baseline,other,0,unparseable,,,,,,,,,,,,,,,,14.0,False,0.0,3.0,True,Alzheimer disease (AD),True,not_reported,not_reported,not_reported,not_reported
24734108,arm_stroke,other,Motricity Index (MI),function,Motricity Index (MI),same day as MRI (two assessments for 8 patients; one assessment for 1 patient),other,other,Patient 1: 0/11; Patient 2: 60/64; Patient 3: 14/14; Patient 4: 72/72; Patient 5: 23/23; Patient 6: 60/60; Patient 7: 34/34; Patient 8: 76/76; Patient 9: 76/—,unparseable,,,,,,,,,,,,,,,,9.0,True,,,True,Ischemic stroke (stable recovery/subacute phase) with unilateral right-sided striatocapsular lesions and moderate to severe motor deficits of the contralesional upper extremity,True,not_reported,not_reported,not_reported,not_reported
24734108,arm_stroke,other,Modified Rankin Scale,function,Modified Rankin Scale,same day as MRI (two assessments for 8 patients; one for Patient 9),other,other,Patient 1: 4/4; Patient 2: 1/1; Patient 3: 2/2; Patient 4: 2/1; Patient 5: 4/4; Patient 6: 2/2; Patient 7: 3/3; Patient 8: 2/1; Patient 9: 2/—,unparseable,,,,,,,,,,,,,,,,9.0,False,0.0,100.0,True,Ischemic stroke (stable recovery/subacute phase) with unilateral right-sided striatocapsular lesions and moderate to severe motor deficits of the contralesional upper extremity,True,not_reported,not_reported,not_reported,not_reported
24734108,arm_stroke,other,Barthel index,function,Barthel Index,same day as MRI (two assessments for 8 patients; one for Patient 9),other,other,Patient 1: 35/40; Patient 2: 95/95; Patient 3: 60/65; Patient 4: 90/85; Patient 5: 60/60; Patient 6: 85/85; Patient 7: 65/75; Patient 8: 90/90; Patient 9: 85/—,unparseable,,,,,,,,,,,,,,,,9.0,True,0.0,100.0,True,Ischemic stroke (stable recovery/subacute phase) with unilateral right-sided striatocapsular lesions and moderate to severe motor deficits of the contralesional upper extremity,True,not_reported,not_reported,not_reported,not_reported
24734108,arm_stroke,other,NIHSS (National Institute of Health Stroke Scale),symptom_severity,NIHSS,same day as MRI (two assessments for 8 patients; one for Patient 9),other,other,Patient 1: 14/8; Patient 2: 3/1; Patient 3: 9/9; Patient 4: 5/2; Patient 5: 8/8; Patient 6: 7/7; Patient 7: 7/7; Patient 8: 3/2; Patient 9: 5/—,unparseable,,,,,,,,,,,,,,,,9.0,False,0.0,42.0,True,Ischemic stroke (stable recovery/subacute phase) with unilateral right-sided striatocapsular lesions and moderate to severe motor deficits of the contralesional upper extremity,True,not_reported,not_reported,not_reported,not_reported
24734108,arm_stroke,other,MMSE (Mini-Mental State Examination),cognition,MMSE,same day as MRI (two assessments for 8 patients; one for Patient 9),other,other,Patient 1: 22/23; Patient 2: 30/30; Patient 3: 27/30; Patient 4: 29/28; Patient 5: 22/24; Patient 6: 30/30; Patient 7: 30/30; Patient 8: 24/27; Patient 9: 30/—,unparseable,,,,,,,,,,,,,,,,9.0,True,0.0,30.0,True,Ischemic stroke (stable recovery/subacute phase) with unilateral right-sided striatocapsular lesions and moderate to severe motor deficits of the contralesional upper extremity,True,not_reported,not_reported,not_reported,not_reported
24734108,arm_stroke,other,Brunnstrom,function,Brunnstrom,same day as MRI (two assessments for 8 patients; one for Patient 9),other,other,Patient 1: I/I; Patient 2: IV/IV; Patient 3: II/II; Patient 4: II/III; Patient 5: I/I; Patient 6: V/V; Patient 7: II/II; Patient 8: V/V; Patient 9: II/—,unparseable,,,,,,,,,,,,,,,,9.0,True,1.0,6.0,True,Ischemic stroke (stable recovery/subacute phase) with unilateral right-sided striatocapsular lesions and moderate to severe motor deficits of the contralesional upper extremity,True,not_reported,not_reported,not_reported,not_reported
24734108,arm_stroke,other,Modified Ashworth Scale,symptom_severity,Modified Ashworth Scale,same day as MRI (two assessments for 8 patients; one for Patient 9),other,other,Patient 1: 0/0; Patient 2: 1/1; Patient 3: 1/0; Patient 4: 0/1; Patient 5: 0/0; Patient 6: 2/2; Patient 7: 2/2; Patient 8: 0/0; Patient 9: 0/—,unparseable,,,,,,,,,,,,,,,,9.0,False,0.0,100.0,True,Ischemic stroke (stable recovery/subacute phase) with unilateral right-sided striatocapsular lesions and moderate to severe motor deficits of the contralesional upper extremity,True,not_reported,not_reported,not_reported,not_reported
24734113,arm_stroke,verum_acupuncture,Mini-Mental State Examination (MMSE),cognition,Mini-Mental State Examination (MMSE),baseline (at enrollment),baseline,other,Subject 1: 22; Subject 2: 30; Subject 3: 27; Subject 4: 29; Subject 5: 22; Subject 6: 30; Subject 7: 24; Subject 8: 30,unparseable,,,,,,,,,,,,,,,,8.0,True,0.0,30.0,True,"Right hemispheric ischemic stroke (corona radiate, internal capsule, or basal ganglia infarction)",True,not_reported,not_reported,not_reported,not_reported
24734113,arm_stroke,verum_acupuncture,National Institute of Health Stroke Scale (NIHSS),symptom_severity,National Institute of Health Stroke Scale (NIHSS),baseline (at enrollment),baseline,other,Subject 1: 14; Subject 2: 3; Subject 3: 9; Subject 4: 5; Subject 5: 8; Subject 6: 7; Subject 7: 3; Subject 8: 5,unparseable,,,,,,,,,,,,,,,,8.0,False,0.0,42.0,True,"Right hemispheric ischemic stroke (corona radiate, internal capsule, or basal ganglia infarction)",True,not_reported,not_reported,not_reported,not_reported
24821143,arm_verum,verum_acupuncture,Whether subjects fell asleep during the experiment,other,self-report,post-experiment,other,narrative,"Based on self-report, no subjects fell asleep during the experiment",unparseable,,,,,,,,,,,,,,,,34.0,,,,False,healthy (no disease condition),True,not_reported,not_reported,not_reported,not_reported
24915066,arm_A,verum_acupuncture,VAS score,pain,Visual Analogue Scale (VAS) score 0–10,-4–0 weeks (baseline),baseline,mean ± SD,5.11 (1.75),regex,mean_sd,5.11,1.75,,,,,,,,,,,,,40.0,False,0.0,10.0,True,migraine without aura,False,not_reported,P = 0.7484 (vs inactive group at baseline),not_reported,0.7484
24915066,arm_B,sham_acupuncture,VAS score,pain,Visual Analogue Scale (VAS) score 0–10,-4–0 weeks (baseline),baseline,mean ± SD,5.23 (1.78),regex,mean_sd,5.23,1.78,,,,,,,,,,,,,40.0,False,0.0,10.0,True,migraine without aura,False,not_reported,P = 0.7484 (vs active group at baseline),not_reported,0.7484
24915066,arm_A,verum_acupuncture,VAS score,pain,Visual Analogue Scale (VAS) score 0–10,1–4 weeks after randomization,post,mean ± SD,3.80 (1.62),regex,mean_sd,3.8,1.62,,,,,,,,,,,,,40.0,False,0.0,10.0,True,migraine without aura,False,not_reported,P = 0.0094 (vs inactive group at 1-4 weeks),not_reported,0.0094
24915066,arm_B,sham_acupuncture,VAS score,pain,Visual Analogue Scale (VAS) score 0–10,1–4 weeks after randomization,post,mean ± SD,4.64 (1.17),regex,mean_sd,4.64,1.17,,,,,,,,,,,,,40.0,False,0.0,10.0,True,migraine without aura,False,not_reported,P = 0.0094 (vs active group at 1-4 weeks),not_reported,0.0094
24915066,arm_A,verum_acupuncture,VAS score,pain,Visual Analogue Scale (VAS) score 0–10,5–8 weeks after randomization,post,mean ± SD,3.07 (1.57),regex,mean_sd,3.07,1.57,,,,,,,,,,,,,40.0,False,0.0,10.0,True,migraine without aura,False,significant decrease from baseline (P < 0.05),P = 0.0052 (vs inactive group at 5-8 weeks); PG = 0.0150,not_reported,0.0052
24915066,arm_B,sham_acupuncture,VAS score,pain,Visual Analogue Scale (VAS) score 0–10,5–8 weeks after randomization,post,mean ± SD,4.07 (1.54),regex,mean_sd,4.07,1.54,,,,,,,,,,,,,40.0,False,0.0,10.0,True,migraine without aura,False,significant decrease from baseline (P < 0.05),P = 0.0052 (vs active group at 5-8 weeks); PG = 0.0150,not_reported,0.0052
24915066,arm_A,verum_acupuncture,Frequency of migraine attacks per 4 weeks,symptom_severity,headache diary; number of migraine episodes separated by pain-free intervals of at least 48 hours,-4–0 weeks (baseline),baseline,mean ± SD,6.83 (4.21),regex,mean_sd,6.83,4.21,,,,,,,,,,,,,40.0,False,,,True,migraine without aura,False,not_reported,P = 0.3412,not_reported,0.3412
24915066,arm_B,sham_acupuncture,Frequency of migraine attacks per 4 weeks,symptom_severity,headache diary; number of migraine episodes separated by pain-free intervals of at least 48 hours,-4–0 weeks (baseline),baseline,mean ± SD,5.98 (3.72),regex,mean_sd,5.98,3.72,,,,,,,,,,,,,40.0,False,,,True,migraine without aura,False,not_reported,P = 0.3412,not_reported,0.3412
24915066,arm_A,verum_acupuncture,Frequency of migraine attacks per 4 weeks,symptom_severity,headache diary,1–4 weeks after randomization,post,mean ± SD,4.35 (2.63),regex,mean_sd,4.35,2.63,,,,,,,,,,,,,40.0,False,,,True,migraine without aura,False,not_reported,P = 0.3802,not_reported,0.3802
24915066,arm_B,sham_acupuncture,Frequency of migraine attacks per 4 weeks,symptom_severity,headache diary,1–4 weeks after randomization,post,mean ± SD,3.92 (1.69),regex,mean_sd,3.92,1.69,,,,,,,,,,,,,40.0,False,,,True,migraine without aura,False,not_reported,P = 0.3802,not_reported,0.3802
24915066,arm_A,verum_acupuncture,Frequency of migraine attacks per 4 weeks,symptom_severity,headache diary,5–8 weeks after randomization,post,mean ± SD,2.85 (2.19),regex,mean_sd,2.85,2.19,,,,,,,,,,,,,40.0,False,,,True,migraine without aura,False,significant decrease from baseline (P < 0.05),P = 0.5983; no significant difference between groups (P > 0.05); PG = 0.4742,not_reported,0.5983
24915066,arm_B,sham_acupuncture,Frequency of migraine attacks per 4 weeks,symptom_severity,headache diary,5–8 weeks after randomization,post,mean ± SD,3.10 ± 2.00,regex,mean_sd,3.1,2.0,,,,,,,,,,,,,40.0,False,,,True,migraine without aura,False,significant decrease from baseline (P < 0.05),P = 0.5983; no significant difference between groups (P > 0.05); PG = 0.4742,not_reported,0.5983
24915066,arm_A,verum_acupuncture,Number of days with migraine (days) per 4 weeks,symptom_severity,headache diary,-4–0 weeks (baseline),baseline,mean ± SD,9.85 (7.94),regex,mean_sd,9.85,7.94,,,,,,,,,,,,,40.0,False,,,True,migraine without aura,False,not_reported,P = 0.9429,not_reported,0.9429
24915066,arm_B,sham_acupuncture,Number of days with migraine (days) per 4 weeks,symptom_severity,headache diary,-4–0 weeks (baseline),baseline,mean ± SD,9.73 (7.62),regex,mean_sd,9.73,7.62,,,,,,,,,,,,,40.0,False,,,True,migraine without aura,False,not_reported,P = 0.9429,not_reported,0.9429
