pmid,arm_id,arm_label,arm_type,outcome_measure,outcome_domain,scale_name,timepoint,reporting_format,value,n_analyzed,within_group_change,between_group_difference,effect_size_reported,statistical_test,p_value,analysis_population,disease_condition
15825843,arm_EA,postgraduate students with mild depression receiving electroacupuncture at GV20,verum_acupuncture,Correlation between HRSD-17 scores and ReHo of left postcentral gyri in Phase III,symptom_severity,HRSD-17,Phase III,other,"r = 0.618, p = 0.004",20.0,not_reported,not_reported,r = 0.618,Pearson correlation,0.004,20 subjects finally included,mild depression
15876491,BC_HF,breast cancer patients experiencing hot flashes (BC-HF),verum_acupuncture,Hot Flash Composite Score (HFCS),symptom_severity,hot flash composite score (HFCS),baseline,mean ± SD,"12.9 (standard deviation, 10.7)",24.0,not_reported,not_reported,not_reported,not_reported,not_reported,BC-HF group,Breast cancer with hot flashes (vasomotor symptoms)
15876491,BC_HF,breast cancer patients experiencing hot flashes (BC-HF),verum_acupuncture,Hot Flash Composite Score (HFCS) change after acupuncture treatment,symptom_severity,hot flash composite score (HFCS),post-treatment (after 5 weeks of acupuncture),change_score,"-3.87; 95 % CI, −2.21 to −7.32",22.0,"-3.87; 95 % CI, −2.21 to −7.32; p < 0.001",not_reported,Cohen's d = 0.777,mixed-effects model,p < 0.001,BC-HF group,Breast cancer with hot flashes (vasomotor symptoms)
15876491,BC_HF,breast cancer patients experiencing hot flashes (BC-HF),verum_acupuncture,Hot Flash Composite Score (HFCS) at 4–6 months follow-up vs. baseline,symptom_severity,hot flash composite score (HFCS),4–6 months follow-up,change_score,"-4.03; 95 % CI, −9.16 to −2.92",22.0,"-4.03; 95 % CI, −9.16 to −2.92; p < 0.001",not_reported,Cohen's d = 0.536,mixed-effects model with post hoc comparison,p < 0.001,BC-HF group,Breast cancer with hot flashes (vasomotor symptoms)
15876491,BC_HF,breast cancer patients experiencing hot flashes (BC-HF),verum_acupuncture,Hot Flash Composite Score (HFCS) change from end of treatment to 4–6 months follow-up,symptom_severity,hot flash composite score (HFCS),end of treatment to 4–6 months follow-up,change_score,"-0.99; 95 % CI, −3.91, 1.38",22.0,"-0.99; 95 % CI, −3.91, 1.38; p = 0.32",not_reported,Cohen's d = 0.102,mixed-effects model,p = 0.32,BC-HF group,Breast cancer with hot flashes (vasomotor symptoms)
15876491,BC_HF,breast cancer patients experiencing hot flashes (BC-HF),verum_acupuncture,Pittsburgh Sleep Quality Index (PSQI) change after acupuncture treatment,symptom_severity,Pittsburgh Sleep Quality Index (PSQI),post-treatment (after 5 weeks of acupuncture),change_score,"-0.37; 95 % CI, −2.52–3.62",22.0,"-0.37; 95 % CI, −2.52–3.62; p = 0.71",not_reported,Cohen's d = 0.377,mixed-effects model,p = 0.71,BC-HF group,Breast cancer with hot flashes (vasomotor symptoms)
15876491,BC_HF,breast cancer patients experiencing hot flashes (BC-HF),verum_acupuncture,Pittsburgh Sleep Quality Index (PSQI) at 4–6 months follow-up vs. baseline,symptom_severity,Pittsburgh Sleep Quality Index (PSQI),4–6 months follow-up,change_score,"-0.423; 95 % CI, −3.53–2.33",22.0,"-0.423; 95 % CI, −3.53–2.33; p = 0.68",not_reported,Cohen's d = 0.083,mixed-effects model with post hoc comparison,p = 0.68,BC-HF group,Breast cancer with hot flashes (vasomotor symptoms)
15876491,BC_HF,breast cancer patients experiencing hot flashes (BC-HF),verum_acupuncture,Pittsburgh Sleep Quality Index (PSQI) change from end of treatment to 4–6 months follow-up,symptom_severity,Pittsburgh Sleep Quality Index (PSQI),end of treatment to 4–6 months follow-up,change_score,"0.986; 95 % CI, −1.727–4.827",22.0,"0.986; 95 % CI, −1.727–4.827; p = 0.34",not_reported,Cohen's d = -0.248,mixed-effects model,p = 0.34,BC-HF group,Breast cancer with hot flashes (vasomotor symptoms)
15876491,BC_HF,breast cancer patients experiencing hot flashes (BC-HF),verum_acupuncture,Functional Assessment of Cancer Therapy-Breast (FACT-B) score change after acupuncture treatment,quality_of_life,Functional Assessment of Cancer Therapy-Breast (FACT-B),post-treatment (after 5 weeks of acupuncture),change_score,"-1.72; 95 % CI, −4.51–0.42",22.0,"-1.72; 95 % CI, −4.51–0.42; p = 0.07",not_reported,Cohen's d = 0.522,mixed-effects model,p = 0.07,BC-HF group,Breast cancer with hot flashes (vasomotor symptoms)
15876491,BC_HF,breast cancer patients experiencing hot flashes (BC-HF),verum_acupuncture,Positive response to acupuncture (more than 20% reduction in HFCS after treatment),responder,hot flash composite score (HFCS),post-treatment (after 5 weeks of acupuncture),percentage,85% of the patients (N = 17),20.0,not_reported,not_reported,not_reported,not_reported,not_reported,BC-HF group,Breast cancer with hot flashes (vasomotor symptoms)
15876491,BC_HF,breast cancer patients experiencing hot flashes (BC-HF),verum_acupuncture,Interaction effect of time × menopausal status on HFCS,symptom_severity,hot flash composite score (HFCS),pre vs. post acupuncture,p_value_only,not_reported,22.0,not_reported,not_reported,not_reported,linear mixed-effects model,all for p > 0.05,BC-HF group,Breast cancer with hot flashes (vasomotor symptoms)
16046146,real,REAL,verum_acupuncture,Pre-VAS,pain,Low back pain intensity (0–10),pre_stimulation,mean ± SD,"2.79±1.63, p<0.05",28.0,not_reported,p<0.05,not_reported,not_reported,<0.05,final groups after retrospective reclassification and exclusions,non-specific low back pain (LBP)
16046146,phnt,PHNT,sham_acupuncture,Pre-VAS,pain,Low back pain intensity (0–10),pre_stimulation,mean ± SD,"3.70±1.49, p<0.05",19.0,not_reported,p<0.05,not_reported,not_reported,<0.05,final groups after retrospective reclassification and exclusions,non-specific low back pain (LBP)
16046146,real,REAL,verum_acupuncture,Post-VAS,pain,Low back pain intensity (0–10),post_stimulation,mean ± SD,"2.64±1.34, p<0.05",28.0,not_reported,p = 0.25,not_reported,not_reported,<0.05,final groups after retrospective reclassification and exclusions,non-specific low back pain (LBP)
16046146,phnt,PHNT,sham_acupuncture,Post-VAS,pain,Low back pain intensity (0–10),post_stimulation,mean ± SD,"3.31±1.70, p<0.05",19.0,not_reported,p = 0.25,not_reported,not_reported,<0.05,final groups after retrospective reclassification and exclusions,non-specific low back pain (LBP)
16046146,real,REAL,verum_acupuncture,Δ VAS,pain,Low back pain intensity (0–10),change,mean ± SD,"−0.61±1.66, p = 0.62",28.0,"−0.61±1.66, p = 0.62",p = 0.30,not_reported,not_reported,= 0.62,final groups after retrospective reclassification and exclusions,non-specific low back pain (LBP)
16046146,phnt,PHNT,sham_acupuncture,Δ VAS,pain,Low back pain intensity (0–10),change,mean ± SD,"−0.56±1.27, p<0.05",19.0,"−0.56±1.27, p<0.05",p = 0.30,not_reported,not_reported,<0.05,final groups after retrospective reclassification and exclusions,non-specific low back pain (LBP)
16407533,arm_local,verum acupuncture 'local' to the more affected hand,verum_acupuncture,BCTQ symptom severity scale,symptom_severity,Boston Carpal Tunnel Syndrome Questionnaire (BCTQ) symptom severity scale,post-acupuncture,change_score,-21.3 ± 22.0% (mean ± SD),,"-21.3 ± 22.0%, P < 0.001 (one-sample t-test)","did not differ from sham, P = 0.92",not_reported,one-sample t-test; repeated measures ANCOVA controlling for age and sex,P < 0.001 (within-group); P = 0.92 (vs sham),verum acupuncture (combined local and distal),carpal tunnel syndrome (CTS)
16407533,arm_sham,local sham electro-acupuncture using non-penetrating placebo needles,sham_acupuncture,BCTQ symptom severity scale,symptom_severity,Boston Carpal Tunnel Syndrome Questionnaire (BCTQ) symptom severity scale,post-acupuncture,change_score,-22.7 ± 22.6% (mean ± SD),,"-22.7 ± 22.6%, P = 0.001 (one-sample t-test)","did not differ from verum, P = 0.92",not_reported,one-sample t-test,P = 0.001 (within-group); P = 0.92 (vs verum),sham acupuncture,carpal tunnel syndrome (CTS)
16407533,arm_local,verum acupuncture 'local' to the more affected hand,verum_acupuncture,BCTQ symptom severity scale,symptom_severity,Boston Carpal Tunnel Syndrome Questionnaire (BCTQ) symptom severity scale,3-month follow-up,change_score,-25.1 ± 20.8% (mean ± SD),,"-25.1 ± 20.8%, P < 0.001","significant difference between verum and sham, P = 0.04",not_reported,repeated measures ANCOVA controlling for age and sex,P < 0.001 (within-group); P = 0.04 (vs sham),verum acupuncture (combined local and distal),carpal tunnel syndrome (CTS)
16407533,arm_sham,local sham electro-acupuncture using non-penetrating placebo needles,sham_acupuncture,BCTQ symptom severity scale,symptom_severity,Boston Carpal Tunnel Syndrome Questionnaire (BCTQ) symptom severity scale,3-month follow-up,change_score,-11.1 ± 24.7% (mean ± SD),,"-11.1 ± 24.7%, P = 0.08 (trending)","significant difference from verum, P = 0.04",not_reported,repeated measures ANCOVA controlling for age and sex,"P = 0.08 (within-group, trending); P = 0.04 (vs verum)",sham acupuncture,carpal tunnel syndrome (CTS)
16407533,arm_local,verum acupuncture 'local' to the more affected hand,verum_acupuncture,BCTQ symptom severity scale - local acupuncture arm,symptom_severity,Boston Carpal Tunnel Syndrome Questionnaire (BCTQ) symptom severity scale,3-month follow-up,change_score,-24.6 ± 22.2% (mean ± SD),,"-24.6 ± 22.2%, P < 0.001",local vs sham: P = 0.04,not_reported,not_reported,P < 0.001 (within-group); P = 0.04 (vs sham),local acupuncture,carpal tunnel syndrome (CTS)
16407533,arm_distal,"verum acupuncture at 'distal' body sites, contralesional to the more affected hand",verum_acupuncture,BCTQ symptom severity scale - distal acupuncture arm,symptom_severity,Boston Carpal Tunnel Syndrome Questionnaire (BCTQ) symptom severity scale,3-month follow-up,change_score,-25.6 ± 19.7% (mean ± SD),,"-25.6 ± 19.7%, P < 0.001",distal vs sham: P = 0.04,not_reported,not_reported,P < 0.001 (within-group); P = 0.04 (vs sham),distal acupuncture,carpal tunnel syndrome (CTS)
16407533,arm_local,verum acupuncture 'local' to the more affected hand,verum_acupuncture,BCTQ symptom severity scale - local acupuncture arm,symptom_severity,Boston Carpal Tunnel Syndrome Questionnaire (BCTQ) symptom severity scale,post-acupuncture,change_score,-27.0 ± 22.9% (mean ± SD),,-27.0 ± 22.9%,local vs sham: P = 0.26,not_reported,not_reported,P = 0.26 (vs sham),local acupuncture,carpal tunnel syndrome (CTS)
16407533,arm_distal,"verum acupuncture at 'distal' body sites, contralesional to the more affected hand",verum_acupuncture,BCTQ symptom severity scale - distal acupuncture arm,symptom_severity,Boston Carpal Tunnel Syndrome Questionnaire (BCTQ) symptom severity scale,post-acupuncture,change_score,-14.7 ± 19.6% (mean ± SD),,-14.7 ± 19.6%,distal vs sham: P = 0.26,not_reported,not_reported,P = 0.26 (vs sham),distal acupuncture,carpal tunnel syndrome (CTS)
16407533,arm_local,verum acupuncture 'local' to the more affected hand,verum_acupuncture,BCTQ function status score - local acupuncture arm,function,Boston Carpal Tunnel Syndrome Questionnaire (BCTQ) function status score,post-acupuncture,change_score,-26.2 ± 19.1% (mean ± SD),,-26.2 ± 19.1%,local vs sham: P = 0.23,not_reported,not_reported,P = 0.23 (vs sham),local acupuncture,carpal tunnel syndrome (CTS)
16407533,arm_distal,"verum acupuncture at 'distal' body sites, contralesional to the more affected hand",verum_acupuncture,BCTQ function status score - distal acupuncture arm,function,Boston Carpal Tunnel Syndrome Questionnaire (BCTQ) function status score,post-acupuncture,change_score,-6.8 ± 37.6% (mean ± SD),,-6.8 ± 37.6%,distal vs sham: P = 0.22,not_reported,not_reported,P = 0.22 (vs sham),distal acupuncture,carpal tunnel syndrome (CTS)
16407533,arm_sham,local sham electro-acupuncture using non-penetrating placebo needles,sham_acupuncture,BCTQ function status score - sham acupuncture arm,function,Boston Carpal Tunnel Syndrome Questionnaire (BCTQ) function status score,post-acupuncture,change_score,-18.2 ± 33.6% (mean ± SD),,-18.2 ± 33.6%,verum vs sham: P = 0.93,not_reported,not_reported,P = 0.93 (verum vs sham),sham acupuncture,carpal tunnel syndrome (CTS)
16407533,arm_local,verum acupuncture 'local' to the more affected hand,verum_acupuncture,BCTQ function status score - local acupuncture arm,function,Boston Carpal Tunnel Syndrome Questionnaire (BCTQ) function status score,3-month follow-up,change_score,-16.8 ± 32.4% (mean ± SD),,-16.8 ± 32.4%,local vs sham: P = 0.18,not_reported,not_reported,P = 0.18 (vs sham),local acupuncture,carpal tunnel syndrome (CTS)
16407533,arm_distal,"verum acupuncture at 'distal' body sites, contralesional to the more affected hand",verum_acupuncture,BCTQ function status score - distal acupuncture arm,function,Boston Carpal Tunnel Syndrome Questionnaire (BCTQ) function status score,3-month follow-up,change_score,-17.4 ± 18.1% (mean ± SD),,-17.4 ± 18.1%,distal vs sham: P = 0.25,not_reported,not_reported,P = 0.25 (vs sham),distal acupuncture,carpal tunnel syndrome (CTS)
16407533,arm_sham,local sham electro-acupuncture using non-penetrating placebo needles,sham_acupuncture,BCTQ function status score - sham acupuncture arm,function,Boston Carpal Tunnel Syndrome Questionnaire (BCTQ) function status score,3-month follow-up,change_score,-2.3 ± 33.7% (mean ± SD),,-2.3 ± 33.7%,verum vs sham: P = 0.12,not_reported,not_reported,P = 0.12 (verum vs sham),sham acupuncture,carpal tunnel syndrome (CTS)
16407533,arm_local,verum acupuncture 'local' to the more affected hand,verum_acupuncture,median sensory nerve conduction latency,physiological,nerve conduction studies (NCS) - median sensory nerve conduction latency,post-acupuncture,change_score,-0.16 ± 0.38 ms (mean ± SD),,"-0.16 ± 0.38 ms, P = 0.01 (t-test compared to nil)",verum vs sham: P = 0.02 (unpaired t-test),not_reported,repeated measures ANOVA; unpaired t-test,"P = 0.01 (within-group vs nil); P = 0.02 (vs sham); Group x Time interaction F(1,61) = 6.25, P = 0.02",verum acupuncture (combined local and distal),carpal tunnel syndrome (CTS)
16407533,arm_sham,local sham electro-acupuncture using non-penetrating placebo needles,sham_acupuncture,median sensory nerve conduction latency,physiological,nerve conduction studies (NCS) - median sensory nerve conduction latency,post-acupuncture,change_score,0.12 ± 0.51 ms (mean ± SD),,"0.12 ± 0.51 ms, P = 0.28 (not significant)",sham vs verum: P = 0.02,not_reported,t-test compared to nil,"P = 0.28 (within-group, not significant)",sham acupuncture,carpal tunnel syndrome (CTS)
16407533,arm_local,verum acupuncture 'local' to the more affected hand,verum_acupuncture,median sensory nerve conduction latency - local acupuncture arm,physiological,nerve conduction studies (NCS) - median sensory nerve conduction latency,post-acupuncture,change_score,-0.16 ± 0.42 ms (mean ± SD),,"-0.16 ± 0.42 ms, P = 0.048 (single tailed t-test)",local vs sham: P = 0.03 (single-tailed unpaired t-test),not_reported,single tailed t-test; single-tailed unpaired t-test,P = 0.048 (within-group); P = 0.03 (vs sham),local acupuncture,carpal tunnel syndrome (CTS)
16407533,arm_distal,"verum acupuncture at 'distal' body sites, contralesional to the more affected hand",verum_acupuncture,median sensory nerve conduction latency - distal acupuncture arm,physiological,nerve conduction studies (NCS) - median sensory nerve conduction latency,post-acupuncture,change_score,-0.17 ± 0.35 ms (mean ± SD),,"-0.17 ± 0.35 ms, P = 0.02 (single tailed t-test)",distal vs sham: P = 0.02 (single-tailed unpaired t-test),not_reported,single tailed t-test; single-tailed unpaired t-test,P = 0.02 (within-group); P = 0.02 (vs sham),distal acupuncture,carpal tunnel syndrome (CTS)
16407533,arm_local,verum acupuncture 'local' to the more affected hand,verum_acupuncture,Correlation: reduced median sensory nerve latency with % change in BCTQ symptom score post-therapy,physiological,nerve conduction studies (NCS) - median sensory nerve conduction latency; BCTQ symptom severity scale,post-acupuncture,other,r = 0.26,,not_reported,not_reported,not_reported,Pearson correlation,P = 0.09 (trending),verum acupuncture,carpal tunnel syndrome (CTS)
